
Project:     chc-rt-ppp
Program:     GrafNav Version 8.70.8722
Profile:     Grid (Selectable)
Source:      GNSS Epochs(GNSS Combined)
ProcessInfo: chc-rt-ppp by Unknown on 11/6/2021 at 11:35:08

Datum:       ITRF2014
Master 1:    Name ISTA00TUR, Status ENABLED
             Antenna height 0.061 m, to ARP [LEIAR25.R4(LEIT)]
             Lat, Lon, El Hgt 41 06 16.01860, 29 01 09.63879, 147.244 m [ITRF2014, N/A]
Remote:      Antenna height 0.000 m, to ARP [CHCI90(NONE)]
Geoid:       EGM2008-World.wpg [] (Absolute correction)

Map projection Info:
  Defined grid: UTM, Zone 35
SD Scaling Settings:
  Position: 1.0000
  Velocity: 1.0000

   GPSTime      Easting     Northing     h-Ell     H-MSL Q SDHoriz SDHeigh AmbStatus  Description     
     (HMS)          (m)          (m)       (m)       (m)       (m)     (m)                            
11:34:36.0   669596.128  4552264.540   130.052    92.769 1   0.008   0.013 Fixed      N/A!            
11:34:37.0   669596.128  4552264.535   130.057    92.774 1   0.007   0.013 Fixed      N/A!            
11:34:38.0   669596.127  4552264.537   130.057    92.773 1   0.007   0.013 Fixed      N/A!            
11:34:39.0   669596.130  4552264.546   130.049    92.766 1   0.007   0.013 Fixed      N/A!            
11:34:40.0   669596.141  4552264.531   130.058    92.774 1   0.007   0.012 Fixed      N/A!            
11:34:41.0   669596.146  4552264.529   130.056    92.772 1   0.007   0.012 Fixed      N/A!            
11:34:42.0   669596.146  4552264.533   130.057    92.774 1   0.007   0.012 Fixed      N/A!            
11:34:43.0   669596.151  4552264.534   130.059    92.775 1   0.007   0.012 Fixed      N/A!            
11:34:44.0   669596.139  4552264.532   130.059    92.775 1   0.007   0.012 Fixed      N/A!            
11:34:45.0   669596.146  4552264.527   130.059    92.775 1   0.007   0.012 Fixed      N/A!            
11:34:46.0   669596.159  4552264.534   130.055    92.772 1   0.007   0.012 Fixed      N/A!            
11:34:47.0   669596.167  4552264.547   130.053    92.769 1   0.007   0.012 Fixed      N/A!            
11:34:48.0   669596.166  4552264.534   130.057    92.773 1   0.007   0.012 Fixed      N/A!            
11:34:49.0   669596.169  4552264.533   130.058    92.775 1   0.007   0.012 Fixed      N/A!            
11:34:50.0   669596.184  4552264.534   130.053    92.770 1   0.007   0.012 Fixed      N/A!            
11:34:51.0   669596.191  4552264.528   130.057    92.774 1   0.007   0.012 Fixed      N/A!            
11:34:52.0   669596.178  4552264.526   130.057    92.774 1   0.007   0.012 Fixed      N/A!            
11:34:53.0   669596.181  4552264.527   130.060    92.777 1   0.007   0.012 Fixed      N/A!            
11:34:54.0   669596.186  4552264.538   130.059    92.776 1   0.007   0.012 Fixed      N/A!            
11:34:55.0   669596.161  4552264.513   130.064    92.781 1   0.007   0.012 Fixed      N/A!            
11:34:56.0   669596.166  4552264.519   130.061    92.778 1   0.007   0.012 Fixed      N/A!            
11:34:57.0   669596.170  4552264.517   130.061    92.777 1   0.007   0.012 Fixed      N/A!            
11:34:58.0   669596.182  4552264.513   130.064    92.780 1   0.007   0.012 Fixed      N/A!            
11:34:59.0   669596.180  4552264.518   130.062    92.778 1   0.007   0.012 Fixed      N/A!            
11:35:00.0   669596.184  4552264.520   130.064    92.780 1   0.007   0.012 Fixed      N/A!            
11:35:01.0   669596.164  4552264.530   130.058    92.774 1   0.007   0.012 Fixed      N/A!            
11:35:02.0   669596.176  4552264.529   130.057    92.773 1   0.007   0.012 Fixed      N/A!            
11:35:03.0   669596.173  4552264.540   130.058    92.775 1   0.007   0.012 Fixed      N/A!            
11:35:04.0   669596.170  4552264.539   130.056    92.772 1   0.007   0.012 Fixed      N/A!            
11:35:05.0   669596.172  4552264.535   130.057    92.773 1   0.007   0.012 Fixed      N/A!            
11:35:06.0   669596.175  4552264.532   130.059    92.776 1   0.007   0.012 Fixed      N/A!            
11:35:07.0   669596.176  4552264.530   130.062    92.779 1   0.007   0.012 Fixed      N/A!            
11:35:08.0   669596.184  4552264.536   130.063    92.779 1   0.007   0.012 Fixed      N/A!            
11:35:09.0   669596.187  4552264.537   130.060    92.776 1   0.007   0.012 Fixed      N/A!            
11:35:10.0   669596.187  4552264.538   130.063    92.779 1   0.007   0.012 Fixed      N/A!            
11:35:11.0   669596.186  4552264.536   130.062    92.779 1   0.007   0.012 Fixed      N/A!            
11:35:12.0   669596.187  4552264.541   130.058    92.775 1   0.007   0.012 Fixed      N/A!            
11:35:13.0   669596.183  4552264.537   130.060    92.777 1   0.007   0.012 Fixed      N/A!            
11:35:14.0   669596.182  4552264.537   130.062    92.778 1   0.007   0.012 Fixed      N/A!            
11:35:15.0   669596.186  4552264.532   130.062    92.778 1   0.007   0.012 Fixed      N/A!            
11:35:16.0   669596.182  4552264.545   130.057    92.773 1   0.007   0.012 Fixed      N/A!            
11:35:17.0   669596.172  4552264.540   130.058    92.774 1   0.007   0.012 Fixed      N/A!            
11:35:18.0   669596.195  4552264.551   130.057    92.773 1   0.007   0.012 Fixed      N/A!            
11:35:19.0   669596.176  4552264.546   130.059    92.776 1   0.007   0.012 Fixed      N/A!            
11:35:20.0   669596.152  4552264.533   130.060    92.776 1   0.007   0.012 Fixed      N/A!            
11:35:21.0   669596.147  4552264.532   130.063    92.779 1   0.007   0.012 Fixed      N/A!            
11:35:22.0   669596.157  4552264.544   130.055    92.771 1   0.007   0.012 Fixed      N/A!            
11:35:23.0   669596.169  4552264.540   130.060    92.777 1   0.007   0.012 Fixed      N/A!            
11:35:24.0   669596.170  4552264.540   130.058    92.774 1   0.007   0.012 Fixed      N/A!            
11:35:25.0   669596.177  4552264.536   130.061    92.778 1   0.007   0.012 Fixed      N/A!            
11:35:26.0   669596.173  4552264.533   130.062    92.778 1   0.007   0.012 Fixed      N/A!            
11:35:27.0   669596.161  4552264.546   130.056    92.773 1   0.007   0.013 Fixed      N/A!            
11:35:28.0   669596.170  4552264.535   130.059    92.776 1   0.007   0.012 Fixed      N/A!            
11:35:29.0   669596.182  4552264.480   130.070    92.787 1   0.007   0.012 Fixed      N/A!            
11:35:30.0   669596.179  4552264.496   130.065    92.782 1   0.007   0.012 Fixed      N/A!            
11:35:31.0   669596.187  4552264.538   130.055    92.771 1   0.007   0.012 Fixed      N/A!            
11:35:32.0   669596.207  4552264.533   130.054    92.771 1   0.007   0.013 Fixed      N/A!            
11:35:33.0   669596.172  4552264.542   130.051    92.768 1   0.007   0.012 Fixed      N/A!            
11:35:34.0   669596.166  4552264.549   130.049    92.765 1   0.007   0.012 Fixed      N/A!            
11:35:35.0   669596.169  4552264.550   130.048    92.765 1   0.007   0.012 Fixed      N/A!            
11:35:36.0   669596.181  4552264.556   130.046    92.762 1   0.007   0.012 Fixed      N/A!            
11:35:37.0   669596.181  4552264.554   130.048    92.764 1   0.007   0.012 Fixed      N/A!            
11:35:38.0   669596.203  4552264.548   130.049    92.765 1   0.007   0.012 Fixed      N/A!            
11:35:39.0   669596.193  4552264.560   130.043    92.760 1   0.007   0.012 Fixed      N/A!            
11:35:40.0   669596.183  4552264.550   130.048    92.764 1   0.007   0.012 Fixed      N/A!            
11:35:41.0   669596.184  4552264.544   130.049    92.765 1   0.007   0.012 Fixed      N/A!            
11:35:42.0   669596.195  4552264.546   130.048    92.765 1   0.007   0.012 Fixed      N/A!            
11:35:43.0   669596.206  4552264.549   130.044    92.761 1   0.007   0.012 Fixed      N/A!            
11:35:44.0   669596.215  4552264.556   130.048    92.764 1   0.007   0.012 Fixed      N/A!            
11:35:45.0   669596.180  4552264.571   130.041    92.758 1   0.007   0.012 Fixed      N/A!            
11:35:46.0   669596.129  4552264.515   130.056    92.773 1   0.007   0.012 Fixed      N/A!            
11:35:47.0   669596.149  4552264.528   130.055    92.771 1   0.007   0.012 Fixed      N/A!            
11:35:48.0   669596.153  4552264.528   130.051    92.767 1   0.007   0.012 Fixed      N/A!            
11:35:49.0   669596.164  4552264.531   130.051    92.768 1   0.007   0.012 Fixed      N/A!            
11:35:50.0   669596.169  4552264.526   130.056    92.772 1   0.007   0.012 Fixed      N/A!            
11:35:51.0   669596.177  4552264.526   130.057    92.773 1   0.007   0.012 Fixed      N/A!            
11:35:52.0   669596.187  4552264.527   130.055    92.772 1   0.007   0.012 Fixed      N/A!            
11:35:53.0   669596.187  4552264.532   130.055    92.772 1   0.007   0.012 Fixed      N/A!            
11:35:54.0   669596.179  4552264.534   130.056    92.773 1   0.007   0.012 Fixed      N/A!            
11:35:55.0   669596.184  4552264.531   130.054    92.770 1   0.007   0.012 Fixed      N/A!            
11:35:56.0   669596.180  4552264.546   130.051    92.768 1   0.007   0.012 Fixed      N/A!            
11:35:57.0   669596.181  4552264.533   130.055    92.771 1   0.007   0.012 Fixed      N/A!            
11:35:58.0   669596.179  4552264.532   130.059    92.776 1   0.007   0.012 Fixed      N/A!            
11:35:59.0   669596.173  4552264.543   130.050    92.766 1   0.007   0.012 Fixed      N/A!            
11:36:00.0   669596.193  4552264.537   130.053    92.770 1   0.007   0.012 Fixed      N/A!            
11:36:01.0   669596.205  4552264.512   130.065    92.781 1   0.007   0.012 Fixed      N/A!            
11:36:02.0   669596.209  4552264.499   130.066    92.783 1   0.007   0.012 Fixed      N/A!            
11:36:03.0   669596.179  4552264.560   130.048    92.764 1   0.007   0.012 Fixed      N/A!            
11:36:04.0   669596.157  4552264.574   130.044    92.761 1   0.007   0.012 Fixed      N/A!            
11:36:05.0   669596.162  4552264.593   130.030    92.746 1   0.007   0.012 Fixed      N/A!            
11:36:06.0   669596.204  4552264.517   130.065    92.781 1   0.007   0.012 Fixed      N/A!            
11:36:07.0   669596.200  4552264.531   130.061    92.777 1   0.007   0.012 Fixed      N/A!            
11:36:08.0   669596.182  4552264.527   130.059    92.776 1   0.007   0.012 Fixed      N/A!            
11:36:09.0   669596.172  4552264.550   130.052    92.769 1   0.007   0.012 Fixed      N/A!            
11:36:10.0   669596.169  4552264.558   130.048    92.765 1   0.007   0.012 Fixed      N/A!            
11:36:11.0   669596.175  4552264.566   130.044    92.761 1   0.007   0.012 Fixed      N/A!            
11:36:12.0   669596.183  4552264.561   130.048    92.764 1   0.007   0.012 Fixed      N/A!            
11:36:13.0   669596.178  4552264.552   130.047    92.763 1   0.007   0.012 Fixed      N/A!            
11:36:14.0   669596.171  4552264.554   130.048    92.764 1   0.007   0.012 Fixed      N/A!            
11:36:15.0   669596.174  4552264.555   130.046    92.763 1   0.007   0.012 Fixed      N/A!            
11:36:16.0   669596.199  4552264.557   130.044    92.760 1   0.007   0.012 Fixed      N/A!            
11:36:17.0   669596.200  4552264.554   130.048    92.764 1   0.007   0.012 Fixed      N/A!            
11:36:18.0   669596.207  4552264.544   130.052    92.769 1   0.007   0.012 Fixed      N/A!            
11:36:19.0   669596.198  4552264.569   130.039    92.755 1   0.007   0.012 Fixed      N/A!            
11:36:20.0   669596.191  4552264.571   130.039    92.756 1   0.007   0.012 Fixed      N/A!            
11:36:21.0   669596.197  4552264.556   130.051    92.767 1   0.007   0.012 Fixed      N/A!            
11:36:22.0   669596.195  4552264.442   130.076    92.793 1   0.007   0.012 Fixed      N/A!            
11:36:23.0   669596.161  4552264.458   130.076    92.792 1   0.007   0.012 Fixed      N/A!            
11:36:24.0   669596.165  4552264.491   130.062    92.779 1   0.007   0.012 Fixed      N/A!            
11:36:25.0   669596.167  4552264.508   130.066    92.782 1   0.007   0.012 Fixed      N/A!            
11:36:26.0   669596.119  4552264.558   130.046    92.762 1   0.007   0.012 Fixed      N/A!            
11:36:27.0   669596.117  4552264.586   130.038    92.754 1   0.007   0.012 Fixed      N/A!            
11:36:28.0   669596.101  4552264.533   130.055    92.772 1   0.007   0.012 Fixed      N/A!            
11:36:29.0   669596.110  4552264.542   130.049    92.765 1   0.007   0.012 Fixed      N/A!            
11:36:30.0   669596.114  4552264.541   130.051    92.767 1   0.007   0.012 Fixed      N/A!            
11:36:31.0   669596.113  4552264.542   130.049    92.765 1   0.007   0.012 Fixed      N/A!            
11:36:32.0   669596.116  4552264.539   130.053    92.769 1   0.007   0.012 Fixed      N/A!            
11:36:33.0   669596.116  4552264.544   130.050    92.766 1   0.007   0.012 Fixed      N/A!            
11:36:34.0   669596.116  4552264.547   130.047    92.763 1   0.007   0.012 Fixed      N/A!            
11:36:35.0   669596.119  4552264.546   130.045    92.762 1   0.007   0.012 Fixed      N/A!            
11:36:36.0   669596.117  4552264.548   130.047    92.763 1   0.007   0.012 Fixed      N/A!            
11:36:37.0   669596.115  4552264.548   130.045    92.761 1   0.007   0.012 Fixed      N/A!            
11:36:38.0   669596.116  4552264.547   130.045    92.762 1   0.007   0.012 Fixed      N/A!            
11:36:39.0   669596.119  4552264.546   130.048    92.765 1   0.007   0.012 Fixed      N/A!            
11:36:40.0   669596.115  4552264.549   130.049    92.766 1   0.007   0.012 Fixed      N/A!            
11:36:41.0   669596.120  4552264.543   130.050    92.767 1   0.007   0.012 Fixed      N/A!            
11:36:42.0   669596.123  4552264.549   130.048    92.765 1   0.007   0.012 Fixed      N/A!            
11:36:43.0   669596.118  4552264.542   130.049    92.766 1   0.007   0.012 Fixed      N/A!            
11:36:44.0   669596.113  4552264.538   130.050    92.767 1   0.007   0.012 Fixed      N/A!            
11:36:45.0   669596.113  4552264.542   130.050    92.766 1   0.007   0.012 Fixed      N/A!            
11:36:46.0   669596.124  4552264.551   130.050    92.766 1   0.007   0.012 Fixed      N/A!            
11:36:47.0   669596.121  4552264.552   130.048    92.764 1   0.007   0.012 Fixed      N/A!            
11:36:48.0   669596.079  4552264.516   130.060    92.776 1   0.007   0.012 Fixed      N/A!            
11:36:49.0   669596.152  4552264.518   130.069    92.786 1   0.007   0.012 Fixed      N/A!            
11:36:50.0   669596.175  4552264.495   130.076    92.793 1   0.007   0.012 Fixed      N/A!            
11:36:51.0   669596.199  4552264.517   130.073    92.789 1   0.007   0.012 Fixed      N/A!            
11:36:52.0   669596.171  4552264.525   130.061    92.777 1   0.007   0.012 Fixed      N/A!            
11:36:53.0   669596.174  4552264.525   130.062    92.778 1   0.007   0.012 Fixed      N/A!            
11:36:54.0   669596.166  4552264.526   130.061    92.778 1   0.007   0.012 Fixed      N/A!            
11:36:55.0   669596.187  4552264.526   130.057    92.774 1   0.007   0.012 Fixed      N/A!            
11:36:56.0   669596.188  4552264.529   130.058    92.774 1   0.007   0.012 Fixed      N/A!            
11:36:57.0   669596.178  4552264.542   130.053    92.769 1   0.007   0.012 Fixed      N/A!            
11:36:58.0   669596.177  4552264.543   130.051    92.768 1   0.007   0.012 Fixed      N/A!            
11:36:59.0   669596.183  4552264.545   130.053    92.769 1   0.007   0.012 Fixed      N/A!            
11:37:00.0   669596.182  4552264.548   130.051    92.767 1   0.007   0.012 Fixed      N/A!            
11:37:01.0   669596.186  4552264.561   130.041    92.758 1   0.007   0.012 Fixed      N/A!            
11:37:02.0   669596.181  4552264.551   130.047    92.763 1   0.007   0.012 Fixed      N/A!            
11:37:03.0   669596.183  4552264.555   130.048    92.764 1   0.007   0.013 Fixed      N/A!            
11:37:04.0   669596.176  4552264.553   130.045    92.762 1   0.007   0.013 Fixed      N/A!            
11:37:05.0   669596.178  4552264.551   130.043    92.759 1   0.007   0.013 Fixed      N/A!            
